Updated On,State,Total Tested,Positive,Negative,Unconfirmed,Total People In Quarantine,Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Num Calls State Helpline,Source,Source2,Test positivity rate,Tests per thousand,Tests per million,Population (Source: UIDAI),1000,1000000
17/04/2020,Uttar Pradesh,24643,849,23648,146,,,,,,,https://t.me/indiacovid/2504?single,,3.45%,0.1055924089,105.5924089,,,
18/04/2020,Uttar Pradesh,28484,974,27262,248,,,,,,,https://t.me/indiacovid/2588,,3.42%,0.1220506503,122.0506503,,,
19/04/2020,Uttar Pradesh,31767,1100,,,,,,,,,https://t.me/c/1248471072/11950,,3.46%,0.1361179261,136.1179261,,,
20/04/2020,Uttar Pradesh,34326,1184,32874,268,,,,,,,https://twitter.com/ANINewsUP/status/1252244640079556609?s=09,,3.45%,0.1470829455,147.0829455,,,
21/04/2020,Uttar Pradesh,37933,1337,36378,218,,,,,,,https://twitter.com/ANINewsUP/status/1252619570222731265?s=19,,3.52%,0.162538524,162.538524,,,
22/04/2020,Uttar Pradesh,42192,1449,40263,480,,,,,,,https://twitter.com/ANINewsUP/status/1252986461911052289/photo/1,,3.43%,0.1807878471,180.7878471,,,
23/04/2020,Uttar Pradesh,45483,1510,43495,478,,,,,,,https://t.me/indiacovid/3039?single,,3.32%,0.194889402,194.889402,,,
24/04/2020,Uttar Pradesh,53166,1621,51161,384,,,,,,,https://t.me/indiacovid/3111?single,,3.05%,0.2278101696,227.8101696,,,
25/04/2020,Uttar Pradesh,56851,1793,54216,842,,,,,,,https://t.me/indiacovid/3193?single,,3.15%,0.243599969,243.599969,,,
26/04/2020,Uttar Pradesh,61799,1873,58492,984,,,,,,,https://twitter.com/qazifarazahmad/status/1254434010375131138?s=19,,3.03%,0.2648015776,264.8015776,,,
27/04/2020,Uttar Pradesh,67145,1896,64139,1020,,,,,,,https://t.me/indiacovid/3405,,2.82%,0.2877085701,287.7085701,,,
28/04/2020,Uttar Pradesh,70307,2053,67266,988,,,,,,,https://t.me/indiacovid/3474,,,,,,,
29/04/2020,Uttar Pradesh,73716,2134,70436,1146,,,,,,,https://t.me/indiacovid/3542,,,,,,,
30/04/2020,Uttar Pradesh,78013,2211,74864,938,,,,,,,https://t.me/indiacovid/3626,,,,,,,
01/05/2020,Uttar Pradesh,82459,2328,79091,1040,,,,,,,https://t.me/indiacovid/3728?single,,,,,,,
02/05/2020,Uttar Pradesh,85729,2487,82356,886,,,,,,,https://t.me/indiacovid/3837?single,,,,,,,
03/05/2020,Uttar Pradesh,95841,2645,91828,1008,,,,,,,https://t.me/indiacovid/3941?single,,,,,,,
02/04/2020,Uttarakhand,678,7,554,117,,,,,,,https://www.facebook.com/UKMedicalHealth/photos/a.1666257713623931/2556543367928690/?type=3&theater,,1.03%,0.06085866732,60.85866732,11140566,,
07/04/2020,Uttarakhand,1289,32,1092,165,176,,,,,,,,2.48%,0.1157032776,115.7032776,,,
09/04/2020,Uttarakhand,1531,35,1235,261,1637,,,,,,http://health.uk.gov.in/files/Health_Bulletin__Uttarakhand_Novel_Corona_Virus_9_April_2020_8.00PM.pdf,,2.29%,0.1374256927,137.4256927,,,
10/04/2020,Uttarakhand,1688,35,1320,333,3770,,,,,478,http://health.uk.gov.in/files/Health_Bulletin__Uttarakhand_Novel_Corona_Virus_10_April_2020__5_PM.pdf,http://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,2.07%,0.151518334,151.518334,,,
11/04/2020,Uttarakhand,1705,35,1340,330,2693,,,,,480,http://health.uk.gov.in/files/11.04.2020_Daily_Bulletin.pdf,http://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,2.05%,0.1530442888,153.0442888,,,
12/04/2020,Uttarakhand,1820,35,1452,333,,,,,,448,https://m.facebook.com/UKMedicalHealth/photos/pcb.2564454990470861/2564454917137535/?type=3&source=49,,1.92%,0.1633669241,163.3669241,,,
13/04/2020,Uttarakhand,1998,35,1665,298,1814,,,,,,https://www.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2565229507060076/?type=3&theater,,1.75%,0.1793445683,179.3445683,,,
14/04/2020,Uttarakhand,2174,35,1838,305,,,,,,,https://www.facebook.com/UKMedicalHealth/photos/rpp.1665195163730186/2566043650311995/?type=3&theater,,1.61%,0.1951426884,195.1426884,,,
15/04/2020,Uttarakhand,2413,37,2022,354,,,,,,,http://health.uk.gov.in/files/Corrected-15-04-2020-Health-Bulletin.pdf,,1.53%,0.2165958175,216.5958175,,,
16/04/2020,Uttarakhand,2593,37,2210,346,,,,,,353,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2567811600135200/?type=3&source=48&__tn__=EH-R,,1.43%,0.2327529858,232.7529858,,,
17/04/2020,Uttarakhand,2831,40,2420,371,,,,,,420,https://m.facebook.com/story.php?story_fbid=2568731796709847&id=1665195163730186&__tn__=%2As%2As-R,,1.41%,0.2541163528,254.1163528,,,
18/04/2020,Uttarakhand,3158,42,2710,406,604,,,,,446,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2569600566622970/?type=3,,1.33%,0.2834685419,283.4685419,,,
19/04/2020,Uttarakhand,3344,44,3046,255,,,,,,,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2570573469859013/?type=3&source=48,,1.32%,0.3001642825,300.1642825,,,
20/04/2020,Uttarakhand,3677,46,3228,469,,,,,,,http://health.uk.gov.in/files/2020.04.20_Health_Bulletin.pdf,,1.25%,0.3300550439,330.0550439,,,
21/04/2020,Uttarakhand,4061,46,3445,570,,,,,,,http://health.uk.gov.in/files/2020.04.21_Health_Bulletin.pdf,,1.13%,0.3645236696,364.5236696,,,
22/04/2020,Uttarakhand,4275,46,3664,,,,856,498,189,,http://health.uk.gov.in/files/2020.04.22_Health_Bulletin_Summary.pdf,,1.08%,0.3837327475,383.7327475,,,
23/04/2020,Uttarakhand,4473,47,3879,265,,,,,,,http://health.uk.gov.in/files/2020.04.23_Health_Bulletin.pdf,,1.05%,0.4015056327,401.5056327,,,
24/04/2020,Uttarakhand,4767,48,4239,327,,,,,,,http://health.uk.gov.in/files/2020.04.24_Health_Bulletin.pdf,,1.01%,0.4278956742,427.8956742,,,
25/04/2020,Uttarakhand,5194,48,4423,411,,,,,,,https://twitter.com/ANI/status/1254054806567751680,,0.92%,0.466224068,466.224068,,,
26/04/2020,Uttarakhand,5277,50,4675,348,,,,,,,http://health.uk.gov.in/files/2020.04.26_Health_Bulletin.pdf,,0.95%,0.4736743178,473.6743178,,,
27/04/2020,Uttarakhand,5463,51,4912,299,,,,,,,http://health.uk.gov.in/files/2020.04.27_Health_Bulletin.pdf,,0.93%,0.4903700584,490.3700584,,,
28/04/2020,Uttarakhand,5739,52,5212,284,,,,,,,https://twitter.com/ANI/status/1255131631137943552?s=09,,0.91%,0.5151443831,515.1443831,,,
29/04/2020,Uttarakhand,6046,54,5547,208,,,,,,,http://health.uk.gov.in/files/Health_Bulletin_2020.04.29.pdf,,0.89%,0.5427013313,542.7013313,,,
30/04/2020,Uttarakhand,6565,57,6100,252,,,,,,,http://health.uk.gov.in/files/2020.04.30_Health_Bulletin.pdf,,0.87%,0.5892878333,589.2878333,,,
01/05/2020,Uttarakhand,7042,57,6533,192,,,,,,,http://health.uk.gov.in/files/2020.05.01_Health_Bulletin.pdf,,,,,,,
02/05/2020,Uttarakhand,7369,59,6786,258,,,,,,,http://health.uk.gov.in/files/2020.05.02_Health_Bulletin.pdf,,,,,,,
03/05/2020,Uttarakhand,7578,60,6986,266,,,,,,,http://health.uk.gov.in/files/2020.05.03_Health_Bulletin.pdf,,,,,,,
01/04/2020,West Bengal,659,37,568,54,,,,,,,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_01.04_.2020_.pdf,,5.61%,0.006679360086,6.679360086,98662146,,
04/04/2020,West Bengal,1042,,,,1125,786,,,,,,,0.00%,0.0105612947,10.5612947,,,
06/04/2020,West Bengal,1301,,,,246,,,,,,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_06.04_.2020(1)_.pdf,,0.00%,0.01318641498,13.18641498,,,
07/04/2020,West Bengal,1487,,,,262,,,,,,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_07.04_.2020_.pdf,,0.00%,0.01507163649,15.07163649,,,
09/04/2020,West Bengal,1889,,,,1723,1345,,,,26025,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_09.04_.2020_.pdf,,0.00%,0.0191461475,19.1461475,,,
10/04/2020,West Bengal,2095,,,,1840,1447,,,,27068,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_10.04_.2020_.pdf,,0.00%,0.021234081,21.234081,,,
11/04/2020,West Bengal,2286,126,,,,,,,,28021,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_11.04_.2020_.pdf,https://www.mohfw.gov.in/,5.51%,0.02316998051,23.16998051,,,
12/04/2020,West Bengal,2523,134,,,,,,,,29168,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_12.04_.2020_.pdf,https://www.mohfw.gov.in/,5.31%,0.0255721176,25.5721176,,,
13/04/2020,West Bengal,2793,152,,,,,,,,30221,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_13.04_.2020_.pdf,https://www.mohfw.gov.in/,5.44%,0.02830872947,28.30872947,,,
14/04/2020,West Bengal,3081,190,,,2395,1956,,,,31330,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_14.04_.2020_.pdf,https://www.mohfw.gov.in/,6.17%,0.03122778213,31.22778213,,,
15/04/2020,West Bengal,3470,213,,,,,,,,32417,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_15.04_.2020_.pdf,https://www.mohfw.gov.in/,6.14%,0.03517053035,35.17053035,,,
16/04/2020,West Bengal,3811,231,,,,,,,,33400,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_16.04_.2020_.pdf,https://www.mohfw.gov.in/,6.06%,0.03862676978,38.62676978,,,
17/04/2020,West Bengal,4212,255,,,,,,,,34424,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_17.04_.2020_.pdf,https://www.mohfw.gov.in/,6.05%,0.04269114519,42.69114519,,,
18/04/2020,West Bengal,4630,287,,,,,,,,35447,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_18.04_.2020_.pdf,https://www.mohfw.gov.in/,6.20%,0.04692782579,46.92782579,,,
19/04/2020,West Bengal,5045,310,,,,,,,,36487,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_19.04_.2020_.pdf,https://www.mohfw.gov.in/,6.14%,0.0511340996,51.1340996,,,
20/04/2020,West Bengal,5469,339,,,,,,,,37508,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_20.04_.2020_.pdf,https://www.mohfw.gov.in/,6.20%,0.05543159379,55.43159379,,,
21/04/2020,West Bengal,6182,392,,,,,,,,38554,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_21.04_.2020_.pdf,,6.34%,0.06265827626,62.65827626,,,
22/04/2020,West Bengal,7037,423,,,,,,,,39597,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_22.04_.2020_.pdf,https://www.mohfw.gov.in/,6.01%,0.07132421385,71.32421385,,,
23/04/2020,West Bengal,7990,456,,,,,,,,40605,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_23.04_.2020_.pdf,https://www.mohfw.gov.in/,5.71%,0.08098344019,80.98344019,,,
24/04/2020,West Bengal,8933,514,,,,,,,,41724,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_24.04_.2020_.pdf,https://www.mohfw.gov.in/,5.75%,0.09054131054,90.54131054,,,
25/04/2020,West Bengal,9880,571,,,,,,,,42858,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_25.04_.2020_.pdf,https://www.mohfw.gov.in/,5.78%,0.1001397233,100.1397233,,,
26/04/2020,West Bengal,10893,611,,,,,,,,43892,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_26.04_.2020_.pdf,https://www.mohfw.gov.in/,5.61%,0.1104070856,110.4070856,,,
27/04/2020,West Bengal,12043,649,,,,,,,,44954,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_27.04_.2020_.pdf,https://www.mohfw.gov.in/,5.39%,0.1220630251,122.0630251,,,
28/04/2020,West Bengal,13223,697,,,,,,,,45928,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_28.04_.2020_.pdf,https://www.mohfw.gov.in/,5.27%,0.1340230325,134.0230325,,,
29/04/2020,West Bengal,14620,725,,,,,,,,46971,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_29.04_.2020_.pdf,https://www.mohfw.gov.in/,,,,,,
30/04/2020,West Bengal,16525,758,,,,,,,,48070,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_30.04_.2020_.pdf,https://www.mohfw.gov.in/,4.59%,,,,,
01/05/2020,West Bengal,18566,,,,,,,,,49252,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_01.05_.2020_.pdf,,0.00%,,,,,
02/05/2020,West Bengal,20976,795,,,,,,,,50461,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_02.05_.2020_.pdf,https://www.mohfw.gov.in/,3.79%,,,,,
03/05/2020,West Bengal,22915,922,,,,,,,,51493,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_03.05_.2020_.pdf,https://www.mohfw.gov.in/,4.02%,,,,,
