Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquiry Calls,Num Calls State Helpline,Source1,,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
08/05/2020,Bihar,30320,Tested,564,,1007,,1995,Centre,,2344,116,50,,,https://twitter.com/BiharHealthDept/status/1258741538051538944?s=19,,https://twitter.com/sanjayjavin/status/1258643211679084544?s=19,1.86%,76.37,76373,54,119520000
09/05/2020,Bihar,31552,Tested,585,,1831,,2094,Centre,,2344,116,50,,,https://twitter.com/BiharHealthDept/status/1259082646530994177/photo/2,,https://twitter.com/sanjayjavin/status/1258992256561958913?s=09,1.85%,79.48,79476,54,119520000
10/05/2020,Bihar,32670,Tested,653,,2099,,2244,Centre,,2344,116,50,,,https://twitter.com/SHSBihar/status/1259472954938753024?s=19,,https://twitter.com/sanjayjavin/status/1259358836130869248?s=19,2.00%,82.29,82292,50,119520000
11/05/2020,Bihar,34662,Tested,714,,2417,,2204,Centre,,2344,116,50,,,https://twitter.com/SHSBihar/status/1259822193531224064,,https://twitter.com/sanjayjavin/status/1259716677639581700?s=19,2.06%,87.31,87310,49,119520000
12/05/2020,Bihar,37430,Tested,796,,2673,,2376,Centre,,2344,116,50,,,https://twitter.com/SHSBihar/status/1260170113812070401,,https://twitter.com/sanjayjavin/status/1260091241833758722,2.13%,94.28,94282,47,119520000
13/05/2020,Bihar,39149,Tested,909,,2604,,2587,Centre,,2344,116,50,,,https://twitter.com/SHSBihar/status/1260532080099786752,,https://twitter.com/sanjayjavin/status/1260443949866586116,2.32%,98.61,98612,43,119520000
14/05/2020,Bihar,40782,Tested,970,,2102,,2690,Centre,,2344,116,50,,,https://twitter.com/SHSBihar/status/1260898008322830336,,https://twitter.com/sanjayjavin/status/1260804741132464128,2.38%,102.73,102725,42,119520000
15/05/2020,Bihar,42645,Tested,1010,,1707,,2551,Centre,,2344,116,50,,,https://twitter.com/SHSBihar/status/1261275578952331270,,https://twitter.com/sanjayjavin/status/1261170726431674368,2.37%,107.42,107418,42,119520000
16/05/2020,Bihar,44340,Tested,1083,,1749,,4938,Centre,,2344,116,50,,,https://twitter.com/SHSBihar/status/1261617898499403776?s=09,,https://twitter.com/sanjayjavin/status/1261559042805301248?s=09,2.44%,111.69,111688,41,119520000
17/05/2020,Bihar,45729,Tested,1193,,2602,,5205,Centre,,2344,116,50,,,https://twitter.com/SHSBihar/status/1261979327413051393?s=19,,https://twitter.com/sanjayjavin/status/1261904932560670722?s=19,2.61%,115.19,115186,38,119520000
18/05/2020,Bihar,46996,Tested,1391,,3300,,,,,,,,,,https://twitter.com/SHSBihar/status/1262366043290439681,,,2.96%,118.38,118378,34,119520000
19/05/2020,Bihar,50563,Tested,1495,,3560,,,,,,,,,,https://twitter.com/SHSBihar/status/1262719669024292864,,,2.96%,127.36,127363,34,119520000
20/05/2020,Bihar,53361,Tested,1607,,3849,,,,,,,,,,https://twitter.com/BiharHealthDept/status/1263072534955806722?s=19,,https://twitter.com/BiharHealthDept/status/1262995266472480770?s=19,3.01%,134.41,134411,33,119520000
21/05/2020,Bihar,55692,Tested,1881,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1263446215896727554,,,3.38%,140.28,140282,30,119520000
22/05/2020,Bihar,58481,Tested,2098,,3311,,,,,,,,,,https://twitter.com/BiharHealthDept/status/1263795597380739073,,,,,,,
02/04/2020,Chandigarh,124,Tested,18,98,8,,,,,,,,,,http://chdcovid19.in/,,,14.52%,0.31,312,7,1179000
08/04/2020,Chandigarh,184,Tested,18,162,,,,,,,,,,,http://chdcovid19.in/,,,9.78%,0.46,463,10,1179000
10/04/2020,Chandigarh,223,Tested,19,199,4,,,,,,,,,,http://chdcovid19.in/,,,8.52%,0.56,562,12,1179000
11/04/2020,Chandigarh,264,Tested,19,223,21,,,,,,,,,,http://chdcovid19.in,,,7.20%,0.66,665,14,1179000
12/04/2020,Chandigarh,279,Tested,21,247,10,,,,,,,,,,http://chdcovid19.in/,,,7.53%,0.70,703,13,1179000
13/04/2020,Chandigarh,296,Tested,21,263,11,,,,,,,,,,http://chdcovid19.in,,,7.09%,0.75,746,14,1179000
14/04/2020,Chandigarh,309,Tested,21,285,2,,,,,,,,,,http://chdcovid19.in,,,6.80%,0.78,778,15,1179000
15/04/2020,Chandigarh,317,Tested,21,293,2,,,,,,,,,,http://chdcovid19.in,,,6.62%,0.80,798,15,1179000
16/04/2020,Chandigarh,337,Tested,21,315,0,,,,,,,,,,https://twitter.com/ANI/status/1250765375874072578?s=09,,,6.23%,0.85,849,16,1179000
17/04/2020,Chandigarh,358,Tested,21,335,1,,,,,,,,,,http://chdcovid19.in/,,,5.87%,0.90,902,17,1179000
18/04/2020,Chandigarh,381,Tested,23,348,9,,,,,,,,,,http://chdcovid19.in/,,,6.04%,0.96,960,17,1179000
19/04/2020,Chandigarh,430,Tested,26,388,15,,,,,,,,,,http://chdcovid19.in/,,,6.05%,1.08,1083,17,1179000
20/04/2020,Chandigarh,453,Tested,26,417,9,,,,,,,,,,http://chdcovid19.in/,,,5.74%,1.14,1141,17,1179000
21/04/2020,Chandigarh,497,Tested,27,445,24,,,,,,,,,,https://twitter.com/ANI/status/1252589665518936064/photo/1,,,5.43%,1.25,1252,18,1179000
22/04/2020,Chandigarh,529,Tested,27,492,9,,,,,,,,,,http://chdcovid19.in/,,,5.10%,1.33,1332,20,1179000
23/04/2020,Chandigarh,599,Tested,27,557,14,,,,,,,,,,http://chdcovid19.in/,,,4.51%,1.51,1509,22,1179000
24/04/2020,Chandigarh,638,Tested,27,603,7,,,,,,,,,,http://chdcovid19.in/,,,4.23%,1.61,1607,24,1179000
25/04/2020,Chandigarh,734,Tested,28,668,37,,,,,,,,,,http://chdcovid19.in/,,,3.81%,1.85,1849,26,1179000
26/04/2020,Chandigarh,756,Tested,30,677,48,,,,,,,,,,http://chdcovid19.in/,,,3.97%,1.90,1904,25,1179000
27/04/2020,Chandigarh,843,Tested,40,777,25,,,,,,,,,,http://chdcovid19.in/,,,4.74%,2.12,2123,21,1179000
28/04/2020,Chandigarh,924,Tested,56,857,10,,,,,,,,,,https://t.me/indiacovid/3457,,,6.06%,2.33,2327,17,1179000
29/04/2020,Chandigarh,1012,Tested,67,922,22,,,,,,,,,,http://chdcovid19.in/,,,6.62%,2.55,2549,15,1179000
30/04/2020,Chandigarh,1147,Tested,74,1022,50,,,,,,,,,,http://chdcovid19.in/,,,6.45%,2.89,2889,16,1179000
01/05/2020,Chandigarh,1252,Tested,88,1131,32,,,,,,,,,,http://chdcovid19.in/,,,7.03%,3.15,3154,14,1179000
02/05/2020,Chandigarh,1462,Tested,94,1339,28,,,,,,,,,,http://chdcovid19.in/,,,6.43%,3.68,3683,16,1179000
03/05/2020,Chandigarh,1616,Tested,97,1491,27,,,,,,,,,,https://t.me/indiacovid/3951,,,6.00%,4.07,4071,17,1179000
04/05/2020,Chandigarh,1678,Tested,102,1545,30,,,,,,,,,,http://chdcovid19.in/,,,6.08%,4.23,4227,16,1179000
05/05/2020,Chandigarh,1713,Tested,115,1576,21,,,,,,,,,,https://t.me/indiacovid/4059?single,,,6.71%,4.31,4315,15,1179000
06/05/2020,Chandigarh,1785,Tested,120,1641,23,,,,,,,,,,http://chdcovid19.in/,,,6.72%,4.50,4496,15,1179000
07/05/2020,Chandigarh,1845,Tested,129,1698,17,,,,,,,,,,http://chdcovid19.in/,,https://t.me/indiacovid/4186,6.99%,4.65,4647,14,1179000
08/05/2020,Chandigarh,1913,Tested,146,1748,18,,,,,,,,,,http://chdcovid19.in/,,https://t.me/indiacovid/4258,7.63%,4.82,4819,13,1179000
09/05/2020,Chandigarh,2055,Tested,169,1871,14,,,,,,,,,,https://t.me/indiacovid/4376?single,,http://chdcovid19.in/,8.22%,5.18,5176,12,1179000
10/05/2020,Chandigarh,2142,Tested,173,1947,21,,,,,,,,,,http://chdcovid19.in/,,https://t.me/indiacovid/4443,8.08%,5.40,5395,12,1179000
11/05/2020,Chandigarh,2177,Tested,173,1978,25,,,,,,,,,,http://chdcovid19.in/,,,7.95%,5.48,5484,13,1179000
12/05/2020,Chandigarh,2276,Tested,187,2069,19,,,,,,,,,,http://chdcovid19.in/,,,8.22%,5.73,5733,12,1179000
13/05/2020,Chandigarh,2420,Tested,189,2206,24,,,,,,,,,,http://chdcovid19.in/,,,7.81%,6.10,6096,13,1179000
14/05/2020,Chandigarh,2505,Tested,191,2299,15,,,,,,,,,,http://chdcovid19.in/,,,7.62%,6.31,6310,13,1179000
15/05/2020,Chandigarh,2586,Tested,191,2383,11,,,,,,,,,,https://t.me/indiacovid/4798,,http://chdcovid19.in/,7.39%,6.51,6514,14,1179000
16/05/2020,Chandigarh,2718,Tested,191,2513,13,,,,,,,,,,https://t.me/indiacovid/4874,,,7.03%,6.85,6846,14,1179000
17/05/2020,Chandigarh,2812,Tested,191,2604,16,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/36,,http://chdcovid19.in/,6.79%,7.08,7083,15,1179000
18/05/2020,Chandigarh,2892,Tested,196,2663,32,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/47,,http://chdcovid19.in//,6.78%,7.28,7285,15,1179000
19/05/2020,Chandigarh,3031,Tested,199,2783,48,,,,,,,,,,https://t.me/indiacovid/5098,,http://chdcovid19.in//,6.57%,7.63,7635,15,1179000
21/05/2020,Chandigarh,3369,Tested,216,3125,27,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/89,,http://chdcovid19.in//,6.41%,8.49,8486,16,1179000
22/05/2020,Chandigarh,3531,Tested,219,3234,77,,,,,,,,,,https://t.me/indiacovid/5325,,,,,,,
02/04/2020,Chhattisgarh,1232,Tested,9,921,302,,,,,,,,,,http://www.cghealth.nic.in/cghealth17/,,,0.73%,3.10,3103,137,28724000
10/04/2020,Chhattisgarh,3473,Tested,18,3322,133,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_10042020.pdf,,,0.52%,8.75,8748,193,28724000
11/04/2020,Chhattisgarh,3858,Tested,18,3503,337,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/RevisedMediaBulletinHINDI_11042020.pdf,,,0.47%,9.72,9718,214,28724000
12/04/2020,Chhattisgarh,3945,Tested,31,3856,58,,,,,,,,,,http://cghealth.nic.in/cghealth17/,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_12042020.pdf,0.79%,9.94,9937,127,28724000
13/04/2020,Chhattisgarh,4377,Tested,31,3969,377,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_13042020.pdf,,,0.71%,11.03,11025,141,28724000
14/04/2020,Chhattisgarh,4812,Tested,33,4319,469,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_14042020.pdf,,,0.69%,12.12,12121,146,28724000
15/04/2020,Chhattisgarh,5122,Tested,33,4878,211,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_15042020.pdf,,,0.64%,12.90,12902,155,28724000
16/04/2020,Chhattisgarh,5519,Tested,33,5168,318,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_16042020.pdf,,,0.60%,13.90,13902,167,28724000
17/04/2020,Chhattisgarh,5776,Tested,36,5484,256,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_18042020.pdf,,,0.62%,14.55,14549,160,28724000
18/04/2020,Chhattisgarh,5776,Tested,36,5484,256,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/mediaBulletinHindi_18042020.pdf,,,0.62%,14.55,14549,160,28724000
19/04/2020,Chhattisgarh,6675,Tested,36,6086,553,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/mediaBulletinHindi_19042020.pdf,,,0.54%,16.81,16814,185,28724000
20/04/2020,Chhattisgarh,7601,Tested,36,7029,536,,256,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_20042020.pdf,,,0.47%,19.15,19146,211,28724000
21/04/2020,Chhattisgarh,8272,Tested,36,7555,681,,,,,,,,,,http://cghealth.nic.in/cghealth17/,,,0.44%,20.84,20836,230,28724000
22/04/2020,Chhattisgarh,9220,Tested,36,8296,888,,,,,,,,,,http://cghealth.nic.in/cghealth17/,,,0.39%,23.22,23224,256,28724000
23/04/2020,Chhattisgarh,10346,Tested,36,9206,1104,,327,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_23042020.pdf,,,0.35%,26.06,26060,287,28724000
24/04/2020,Chhattisgarh,11386,Tested,36,10213,1137,,332,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletin_24042020.pdf,,,0.32%,28.68,28680,316,28724000
25/04/2020,Chhattisgarh,12596,Tested,37,11168,1391,,351,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_25042020.pdf,,,0.29%,31.73,31728,340,28724000
26/04/2020,Chhattisgarh,13786,Tested,37,12406,1343,,,,,,,,,,https://t.me/indiacovid/3300?single,,,0.27%,34.73,34725,373,28724000
27/04/2020,Chhattisgarh,14987,Tested,37,13882,1068,,325,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_27042020.pdf,,,0.25%,37.75,37751,405,28724000
28/04/2020,Chhattisgarh,15737,Tested,38,14953,746,,356,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletin_28042020.pdf,,,0.24%,39.64,39640,414,28724000
29/04/2020,Chhattisgarh,16546,Tested,38,15658,850,,435,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_29042020.pdf,,,0.23%,41.68,41678,435,28724000
30/04/2020,Chhattisgarh,17541,Tested,40,16602,899,,593,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_30042020.pdf,,,0.23%,44.18,44184,439,28724000
01/05/2020,Chhattisgarh,18039,Tested,43,17199,797,,575,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_01052020.pdf,,,0.24%,45.44,45438,420,28724000
03/05/2020,Chhattisgarh,19902,Tested,57,18848,997,,578,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_03052020.pdf,,,0.29%,50.13,50131,349,28724000
05/05/2020,Chhattisgarh,21323,Tested,58,20300,965,,566,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_05052020.pdf,,,0.27%,53.71,53710,368,28724000
06/05/2020,Chhattisgarh,22188,Tested,59,20873,1256,,567,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_06052020.pdf,,https://twitter.com/ipskabra/status/1258033663633055745?s=19,0.27%,55.89,55889,376,28724000
08/05/2020,Chhattisgarh,23629,Tested,59,22509,1061,,,,,,,,,,https://t.me/indiacovid/4321,,,0.25%,59.52,59519,400,28724000
09/05/2020,Chhattisgarh,24506,Tested,59,23326,1121,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_09052020.pdf,,,0.24%,61.73,61728,415,28724000
10/05/2020,Chhattisgarh,25282,Tested,59,24186,1037,,602,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_10052020.pdf,,,0.23%,63.68,63683,429,28724000
12/05/2020,Chhattisgarh,27339,Tested,59,25741,1539,,623,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_12052020.pdf,,,0.22%,68.86,68864,463,28724000
13/05/2020,Chhattisgarh,28837,Tested,59,27012,1766,,633,Centre,,,,,,,https://t.me/indiacovid/4711?single,,,0.20%,72.64,72637,489,28724000
14/05/2020,Chhattisgarh,29697,Tested,59,28234,1404,,580,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_14052020.pdf,,,0.20%,74.80,74804,503,28724000
15/05/2020,Chhattisgarh,31341,Tested,66,29812,1463,,516,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_15052020.pdf,,,0.21%,78.94,78945,475,28724000
16/05/2020,Chhattisgarh,32678,Tested,67,31275,1336,,532,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_16052020.pdf,,https://t.me/indiacovid/4908?single,0.21%,82.31,82312,488,28724000
17/05/2020,Chhattisgarh,,,,,,,,,,,,,,,,,,,,,,28724000
18/05/2020,Chhattisgarh,36606,Tested,93,34656,1857,,635,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_18052020.pdf,,,0.25%,92.21,92207,394,28724000
19/05/2020,Chhattisgarh,39010,Tested,100,36586,2324,,744,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_19052020.pdf,,,0.26%,98.26,98262,390,28724000
20/05/2020,Chhattisgarh,,,,,,,,,,,,,,,,,,,,,,28724000
21/05/2020,Chhattisgarh,45522,Tested,128,42618,2776,,924,Centre,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_21052020.pdf,,,,,,,
09/04/2020,Dadra and Nagar Haveli and Daman and Diu,80,,0,80,,,,,,,,,,,https://twitter.com/DnhPublicity/status/1247952828519178241,,https://twitter.com/DnhPublicity/status/1248162771897692160,0.00%,0.20,202,,959000
10/04/2020,Dadra and Nagar Haveli and Daman and Diu,130,,0,130,,,,,,,,,,,https://twitter.com/DnhPublicity/status/1248309707397156864,,,0.00%,0.33,327,,959000
11/04/2020,Dadra and Nagar Haveli and Daman and Diu,211,,0,211,,,,,,,,,,,https://twitter.com/DnhPublicity/status/1249023214333743104,,,0.00%,0.53,531,,959000
15/04/2020,Dadra and Nagar Haveli and Daman and Diu,356,,0,356,,,,,,,,,,,https://twitter.com/DnhPublicity/status/1250301551106646016,,https://twitter.com/DnhPublicity/status/1250450013366308864,0.00%,0.90,897,,959000
16/04/2020,Dadra and Nagar Haveli and Daman and Diu,382,,0,382,,,,,,,,,,,https://twitter.com/DnhPublicity/status/1250813940537278464,,,0.00%,0.96,962,,959000
10/05/2020,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,,959000
11/05/2020,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,,959000
12/05/2020,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,,959000
01/04/2020,Delhi,2621,Tested,,,2621,,,,,,,,,,http://health.delhigovt.nic.in/wps/wcm/connect/068e55804dc3527fb23cf7982ee7a5c7/HB01A.pdf?MOD=AJPERES&lmod=908572962&CACHEID=068e55804dc3527fb23cf7982ee7a5c7,,,0.00%,6.60,6602,,19814000
07/04/2020,Delhi,9041,Tested,576,7308,1157,,3120,Institutional,,,,,,,http://health.delhigovt.nic.in/wps/wcm/connect/ed4d3d804dd60b488b60ff982ee7a5c7/HB07A.pdf?MOD=AJPERES&lmod=1435478287&CACHEID=ed4d3d804dd60b488b60ff982ee7a5c7,,,6.37%,22.77,22773,16,19814000
09/04/2020,Delhi,9968,Tested,720,8643,605,,,,,,,,,,http://health.delhigovt.nic.in/wps/wcm/connect/doit_health/Health/Home/Covid19/Health+Bulletin,,http://health.delhigovt.nic.in/wps/wcm/connect/22522a804ddd430195f5f7d194e333e1/HB09A.pdf,7.22%,25.11,25108,14,19814000
10/04/2020,Delhi,11061,Tested,903,9662,496,,,,,,,,,,https://twitter.com/CMODelhi/status/1248629695614046209?s=09,,,8.16%,27.86,27861,12,19814000
11/04/2020,Delhi,11709,Tested,1069,10218,464,,,,,,,,,,https://twitter.com/CMODelhi/status/1248998630888845313?s=19,,,9.13%,29.49,29494,11,19814000
12/04/2020,Delhi,14036,Tested,1154,11748,984,,,,,,,,,,https://twitter.com/CMODelhi/status/1249350539973812224,,,8.22%,35.36,35355,12,19814000
13/04/2020,Delhi,15032,Tested,1510,12283,1008,,,,,,,,,,https://twitter.com/CMODelhi/status/1249744159491031047/photo/2,,,10.05%,37.86,37864,10,19814000
14/04/2020,Delhi,16282,Tested,1561,13748,715,,,,,,,,,,https://twitter.com/CMODelhi/status/1250087698011803648/photo/2,,,9.59%,41.01,41013,10,19814000
15/04/2020,Delhi,16605,Tested,1578,13865,956,,,,,,,,,,https://twitter.com/CMODelhi/status/1250468383868350469?s=19,,,9.50%,41.83,41826,11,19814000
16/04/2020,Delhi,18784,Tested,1640,14692,2251,,,,,,,,,,https://twitter.com/CMODelhi/status/1250830372830470145?s=20,,,8.73%,47.31,47315,11,19814000
17/04/2020,Delhi,21409,Tested,1707,16899,2674,,,,,,,,,,https://twitter.com/CMODelhi/status/1251190807106777089/photo/2,,,7.97%,53.93,53927,13,19814000
18/04/2020,Delhi,22283,Tested,1893,17449,2799,,,,,,,,,,https://twitter.com/CMODelhi/status/1251559869494198282?s=19,,,8.50%,56.13,56128,12,19814000
19/04/2020,Delhi,24387,Tested,2003,19393,2872,,,,,,,,,,https://twitter.com/CMODelhi/status/1251923081699811328?s=09,,,8.21%,61.43,61428,12,19814000
20/04/2020,Delhi,25900,Tested,2081,20712,2711,,,,,,,,,,https://twitter.com/CMODelhi/status/1252276384166100994/photo/2,,,8.03%,65.24,65239,12,19814000
21/04/2020,Delhi,26627,Tested,2156,21810,2354,,,,,,,,,,https://twitter.com/CMODelhi/status/1252608476578078721/photo/2,,,8.10%,67.07,67071,12,19814000
22/04/2020,Delhi,28309,Tested,2248,22713,3018,,,,,,,,,,https://twitter.com/CMODelhi/status/1252978551088984066/photo/2,,,7.94%,71.31,71307,13,19814000
23/04/2020,Delhi,30560,Tested,2375,24538,3068,,,,,,,,,,https://twitter.com/CMODelhi/status/1253345233498226689?s=19,,,7.77%,76.98,76977,13,19814000
24/04/2020,Delhi,33672,Tested,2514,26552,4128,,,,,,,,,,https://twitter.com/CMODelhi/status/1253715491987664897/photo/2,,,7.47%,84.82,84816,13,19814000
25/04/2020,Delhi,35519,Tested,2625,28693,3709,,,,,,,,,,https://twitter.com/CMODelhi/status/1254081976631545856?s=20,,,7.39%,89.47,89469,14,19814000
26/04/2020,Delhi,37613,Tested,2918,31919,2533,,,,,,,,,,https://twitter.com/CMODelhi/status/1254453744063754240?s=09,,,7.76%,94.74,94743,13,19814000
27/04/2020,Delhi,39911,Tested,3108,34145,2401,,,,,,,,,,https://twitter.com/CMODelhi/status/1254813927067668480/photo/2,,,7.79%,100.53,100531,13,19814000
28/04/2020,Delhi,43370,Tested,3314,36195,3295,,,,,,,,,,https://twitter.com/CMODelhi/status/1255176666017492995/photo/2,,,7.64%,109.24,109244,13,19814000
29/04/2020,Delhi,47225,Tested,3439,39920,,,,,,,,,,,https://twitter.com/CMODelhi/status/1255550560348049411,,,7.28%,118.95,118955,14,19814000
30/04/2020,Delhi,,Tested,,,,,,,,,,,,,,,,,,,,19814000
01/05/2020,Delhi,,Tested,,,,,,,,,,,,,,,,,,,,19814000
02/05/2020,Delhi,58210,Tested,4122,,,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi%20Health%20Bulletin_COVID-19%20-%2002.05.2020.pdf,,,7.08%,146.62,146625,14,19814000
03/05/2020,Delhi,60246,Tested,4549,,,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi%20Health%20Bulletin_COVID-19%20-%2003.05.2020.pdf,,,7.55%,151.75,151753,13,19814000
04/05/2020,Delhi,64108,Tested,4898,,,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi%20Health%20Bulletin_COVID-19%20-%2004.05.2020.pdf,,,7.64%,161.48,161481,13,19814000
05/05/2020,Delhi,67852,Tested,5104,,,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi%20Health%20Bulletin_COVID-19%20-%2005.05.2020.pdf,,,7.52%,170.91,170912,13,19814000
06/05/2020,Delhi,71934,Tested,5532,,,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi%20Health%20Bulletin_COVID-19%20-%2006.05.2020.pdf,,,7.69%,181.19,181194,13,19814000
07/05/2020,Delhi,77234,Tested,5980,,,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi%20Health%20Bulletin_COVID-19%20-%2007.05.2020.pdf,,,7.74%,194.54,194544,13,19814000
